TAG,TX,TIME,X,Y,Z,FREQ,DIM,NBS,NCONSTRAINTS,PENALTY,GRADNRM,VARX,VARY,VARZ,COVXY,COVXZ,COVYZ
972006000430,972006000430,1619577897336,243015.51146323167,714429.9038172701,-98,432403931,2,8,8,4.3877997398376465,4.042583212626738e-10,2.2757325172424316,9.293357849121094,,-0.01102166436612606,,
972006000411,972006000411,1619577897698,239293.3611791572,716177.5417843693,-76,432403931,2,3,3,0.07971569895744324,4.6174908341356513e-10,189.64599609375,17.573230743408203,,20.106420516967773,,
972006000238,972006000238,1619577898602,240645.07392180362,713762.8015253248,-80,432403931,2,4,4,2.6201062202453613,3.0623393598716575e-08,116.20464324951172,18.445650100708008,,-34.99701690673828,,
972006000239,972006000239,1619577898114,242370.68685514876,714778.6740423333,-98,432403931,2,3,3,0.034694112837314606,3.023999661788679e-10,8.16727066040039,75.09318542480469,,18.17878532409668,,
972006000423,972006000423,1619577898624,240309.30084793127,717353.7251242304,-75,432403931,2,7,7,4.419744968414307,7.99715049737415e-09,3.260138988494873,0.9255312085151672,,-0.47548380494117737,,
972006000167,972006000167,1619577898897,243350.51443873206,713303.0813938868,-106,432403931,2,5,5,5.156596660614014,1.514581099426593e-10,51.93621826171875,46.27985382080078,,-6.103951454162598,,
972006000428,972006000428,1619577898409,241266.41482329302,717466.157128452,-50,432403931,2,5,5,1.6775368452072144,3.997319453219461e-08,8.881168365478516,1.2639135122299194,,-0.04088522493839264,,
972006000409,972006000409,1619577898700,237699.24161465993,716598.8422462849,-70,432403931,2,4,4,1.0186221599578857,5.610975239989102e-09,140.81739807128906,151.2131805419922,,-142.91885375976562,,
972006000376,972006000376,1619577899402,237308.02565658416,719999.8455687965,30,432403931,2,5,5,4.352844715118408,2.514892183391737e-10,1847.279296875,34.45267105102539,,45.45977020263672,,
972006000220,972006000220,1619577899623,242591.93168372184,718306.3009518147,54,432403931,2,6,6,2.913285493850708,4.415745991082076e-08,1.5578075647354126,5.10266637802124,,1.6409350633621216,,
972006000425,972006000425,1619577899539,236215.3874168008,716691.5560146793,-54,432403931,2,4,4,17.442590713500977,1.1566252400285748e-09,53215.51171875,14309.484375,,27012.5703125,,
972006000195,972006000195,1619577900142,243464.4544411183,713576.3969095069,-103,432403931,2,6,6,0.5677255392074585,9.388247818042927e-11,3.463014841079712,16.00823974609375,,-0.5200652480125427,,
972006000201,972006000201,1619577900500,245331.34427535074,709907.07350876,-115,432403931,2,6,6,13.33403491973877,4.853526913706219e-09,7.258152484893799,2.864957094192505,,1.131892442703247,,
972006000405,972006000405,1619577900322,242066.36978505447,720976.1996249667,63,432403931,2,4,4,0.6723765134811401,5.131405522718069e-09,11.197941780090332,34.139469146728516,,-17.658742904663086,,
972006000225,972006000225,1619577901364,239166.91067059897,717702.4001974663,-68,432403931,2,4,4,0.9908702969551086,1.1392329213322228e-07,3.6051597595214844,1.722822904586792,,-1.5654189586639404,,
972006000231,972006000231,1619577901642,242796.58803133937,712221.012958642,-110,432403931,2,4,4,1.0703282356262207,3.9546353747255125e-08,239.3765411376953,67.58580017089844,,-121.32945251464844,,
972006000424,972006000424,1619577901478,243474.2432768802,713281.9354339383,-108,432403931,2,6,6,3.077714681625366,2.8986163469468806e-10,27.663856506347656,61.882171630859375,,16.299583435058594,,
972006000429,972006000429,1619577901558,241764.6542912239,714595.3392242948,-97,432403931,2,8,8,4.473032474517822,3.171253037947963e-09,1.608782410621643,1.5223913192749023,,-0.8327670097351074,,
972006000430,972006000430,1619577901336,243015.08911921323,714426.1869484932,-99,432403931,2,7,7,3.016272783279419,5.055617036120452e-10,2.4162230491638184,10.56491470336914,,0.429306298494339,,
972006000232,972006000232,1619577902164,243287.16891650407,717549.0314018591,77,432403931,2,7,7,2.871406078338623,6.92393253842738e-09,4.168400764465332,3.976684331893921,,0.6772406697273254,,
972006000495,972006000495,1619577902628,239534.81667355754,719540.3015524951,4,432403931,2,4,4,6.3546624183654785,3.8062003682171053e-07,22.504552841186523,20.00711441040039,,-19.44219207763672,,
972006000164,972006000164,1619577902537,241595.59814694777,716941.4511540907,-61,432403931,2,6,6,7.821410179138184,1.4209289300737282e-09,8.913856506347656,15.66076946258545,,7.297572612762451,,
972006000423,972006000423,1619577902624,240302.35367832077,717352.723351927,-75,432403931,2,6,6,5.575901508331299,4.758604621457607e-09,5.234584331512451,1.7614880800247192,,-0.9603831171989441,,
972006000428,972006000428,1619577902408,241269.59978102864,717464.4272056988,-50,432403931,2,5,5,2.662903070449829,3.6012416160247085e-08,10.410257339477539,1.524224877357483,,-0.6755668520927429,,
972006000019,972006000019,1619577902144,243290.803164872,717585.3597299248,74,432403931,2,4,4,2.2463772296905518,4.256117680512261e-09,161.40354919433594,76.01909637451172,,98.72120666503906,,
972006000013,972006000013,1619577902150,240743.08122488455,713765.5359986118,-86,432403931,2,3,3,0.2485894411802292,2.900704343389293e-09,2699.0302734375,2868.179443359375,,-2727.1015625,,
972006000378,972006000378,1619577903748,240804.7421545527,713514.7243300753,-81,432403931,2,3,3,0.3463286757469177,1.4166120498870782e-09,861.6641845703125,2593.54638671875,,-1466.611572265625,,
972006000228,972006000228,1619577903185,242516.88095167445,716710.4956613763,-62,432403931,2,3,3,0.09290864318609238,1.8263950074537405e-10,83.95973205566406,79.24179077148438,,70.95477294921875,,
972006000425,972006000425,1619577903539,236225.74308813585,716689.4737807608,-54,432403931,2,4,4,22.57625961303711,1.1090028895210935e-09,56767.37109375,15391.0341796875,,28933.447265625,,
972006000145,972006000145,1619577903972,244301.2323096645,712980.9947180867,-114,432403931,2,4,4,1.5359108448028564,2.968536971792446e-09,14.325915336608887,301.7891540527344,,38.23042297363281,,
972006000407,972006000407,1619577903198,241208.84239907228,715075.3369006192,-98,432403931,2,4,4,0.5019381642341614,3.8278979985761907e-10,5.08603048324585,3.7002506256103516,,-2.2279841899871826,,
972006000025,972006000025,1619577903999,239660.91608540152,713918.41339875,-48,432403931,2,4,4,2.412275791168213,1.000322935595932e-08,126.83635711669922,55.98828125,,56.49738311767578,,
972006000226,972006000226,1619577904342,243034.99409548863,713455.4793863795,-104,432403931,2,3,3,0.03227020800113678,9.709028025994826e-10,5256.57080078125,7519.5771484375,,6195.32177734375,,
972006000363,972006000363,1619577904892,240931.79809129064,714079.714928417,-91,432403931,2,6,6,5.784672737121582,2.482326844077676e-10,3.6540751457214355,3.612950086593628,,-2.878034830093384,,
972006000492,972006000492,1619577904188,239393.1158703409,719670.2525263864,11,432403931,2,5,5,7.5048346519470215,2.476405036588858e-08,60.58235549926758,30.696165084838867,,-38.658477783203125,,
972006000310,972006000310,1619577904591,237726.7336215641,714790.1675812483,-51,432403931,2,5,5,1.2940195798873901,2.358270307922794e-07,12.783068656921387,86.97360229492188,,-25.200733184814453,,
